Longitude,Latitude,HousingMedianAge,TotalRooms,TotalBedrooms,Population,Households,MedianIncome,MedianHouseValue
-119.7011,38.937,29,10188,3896,16505,6369,1.01,500000
-119.0804,35.3579,39,7101,3008,5352,1143,7.47,500000
-123.8439,32.9683,18,5014,2238,7459,1862,0.39,51549.02
-115.6486,37.6955,2,8183,3437,1333,461,12.32,500000
-119.0816,32.7259,30,18805,6505,158,49,0.22,78709.95
-116.1129,34.4301,29,8816,3223,915,301,7.65,500000
-117.5089,34.5706,33,2872,1164,6630,1547,3.07,500000
-122.3464,37.7783,10,3320,1154,6078,2148,3.11,500000
-120.8194,36.5313,26,3245,1043,7498,2553,1.05,500000
-121.7606,36.3263,16,136,49,68,18,0.61,381467.72
-117.0027,38.3358,44,3879,1696,22445,8537,20.36,500000
-123.4412,40.0407,5,19773,9582,8168,3188,4.38,500000
-119.1233,34.9365,34,7071,2407,11580,4378,2.11,500000
-122.5427,37.4135,39,43,14,11235,3059,20.04,500000
-117.9096,35.9695,45,2666,1028,18881,6618,1.85,500000
-119.8118,36.5954,4,11313,3795,3213,1079,9.13,500000
-117.0403,37.8548,38,1622,562,11115,2750,1.8,500000
-117.8601,35.3635,13,10650,4117,18926,6575,1.26,500000
-116.6471,39.827,50,6426,2562,7545,2959,4.44,500000
-120.0535,38.5727,20,3467,1700,20160,7490,0.24,123677.26
-116.9447,40.5746,15,20499,9916,13053,3313,5.9,500000
-114.8464,37.2305,1,3683,1302,6701,1571,6.59,500000
-120.4835,40.5254,5,16586,6474,11573,2402,3.04,500000
-124.2773,32.6349,36,6150,2647,28012,9651,3.75,500000
-120.5316,38.5407,3,4529,1885,3596,1093,1.65,500000
-124.065,40.6543,49,1100,471,2941,871,6.84,500000
-115.6591,37.576,28,8109,3668,20569,4243,1.08,500000
-119.5922,38.3671,35,4465,1571,4759,1821,0.1,59528.09
-119.3248,36.8541,22,813,283,26255,6212,4.61,500000
-121.867,38.5397,36,2387,1011,22560,8311,12.46,500000
-123.5212,40.8932,3,276,114,8432,2175,0.17,22672.91
-123.601,32.5646,20,11998,4574,11164,3653,0.42,125462.55
-124.1227,35.4189,50,7837,3613,7460,1982,3.13,500000
-122.8575,38.8175,50,17918,8760,7264,2084,3.66,500000
-122.8512,35.2364,42,6135,1905,13373,3756,6.43,500000
-120.5323,37.1638,52,2260,1008,15179,3196,1.88,500000
-119.5294,38.5772,36,2181,793,3647,968,11.1,500000
-116.4614,38.0001,23,3786,1691,3809,1121,3.65,500000
-116.3022,36.7514,29,639,279,38175,14896,1.51,500000
-119.8157,32.9414,3,932,334,24,6,5.07,500000
-118.5108,33.5912,16,2150,911,8216,2082,12.29,500000
-120.2106,34.6523,18,737,352,9290,1890,0.57,378659.35
-115.0288,33.5869,40,15535,7492,5613,1428,3.97,500000
-114.5273,33.9154,48,5219,2217,13075,4377,9.21,500000
-121.6924,38.738,26,7065,2581,4176,1144,5.96,500000
-122.1615,40.403,30,4341,1369,2747,1078,3.62,500000
-122.0939,37.4292,9,220,96,19004,5415,6.3,500000
-117.4985,36.2916,17,3821,1715,1498,348,0.68,302037.13
-116.2871,41.661,46,3153,1112,3244,898,5.98,500000
-123.5457,40.421,22,1052,373,18642,5948,1.46,500000
-124.1217,35.5568,22,5116,2547,8665,3027,2.91,500000
-120.7714,33.8237,46,7369,3255,1246,489,2.11,500000
-123.5316,40.5049,10,12951,5335,4360,1242,7.31,500000
-117.4733,41.0592,48,2397,972,2036,494,11.54,500000
-115.2367,40.9781,24,1236,395,2331,616,1.67,500000
-118.3103,40.0877,12,2297,1051,10417,3394,7.85,500000
-115.4036,38.614,24,2774,1030,12093,4392,0.35,79018.48
-114.5558,39.3049,23,14119,4273,47,14,1.0,425227.61
-118.4109,32.7684,14,3522,1184,14969,5100,2.82,500000
-120.0011,37.6992,10,1846,752,4544,1552,8.7,500000
-118.2473,37.4873,30,2234,959,16258,3696,0.87,500000
-116.8244,36.2852,30,1460,454,7046,2738,0.73,330679.12
-119.5206,35.0845,2,914,409,3802,1412,0.9,400229.67
-123.3566,39.4865,40,3884,1464,6516,2305,0.48,239376.07
-117.1063,37.8278,43,1612,746,16445,4992,0.69,440428.95
-120.7489,40.5626,6,69,26,35821,12794,12.81,500000
-119.2906,37.8725,13,908,371,6050,1596,4.84,500000
-120.4139,37.9566,13,6965,3298,3545,1006,5.57,500000
-123.2528,39.9743,44,16085,5383,2116,716,11.57,500000
-122.6252,36.1233,3,435,165,35656,10538,1.16,500000
-118.6971,41.8651,3,1501,481,643,165,1.08,437611.04
-122.0304,34.6331,27,10626,3974,11210,3497,1.48,500000
-115.3672,40.6031,13,132,59,4647,1178,3.98,500000
-122.5144,41.0613,50,7294,2247,819,259,5.93,500000
-120.4722,36.3391,24,2376,984,2579,693,7.24,500000
-114.3883,38.2842,51,9326,4006,1335,489,2.06,500000
-115.9487,38.5057,5,2117,657,44097,13182,1.17,479503.93
-114.6308,32.6245,4,1398,441,4103,1269,2.98,500000
-119.0929,37.4408,45,427,183,1826,716,10.72,500000
-114.9334,41.0175,47,3031,1486,18667,7082,6.19,500000
-120.5168,41.4815,20,2763,870,12675,4726,2.43,500000
-117.7935,40.7872,9,1623,749,9230,2625,9.86,500000
-122.9775,38.0174,14,5407,2691,18620,4294,4.45,500000
-122.0964,41.5662,22,5041,2232,303,111,1.22,500000
-122.9952,38.5943,34,588,182,27049,8844,11.73,500000
-120.2962,32.8562,32,4333,1358,599,196,3.05,500000
-121.589,37.2737,29,4920,2338,19103,6791,0.15,170013.25
-122.9406,34.4798,6,1051,390,17434,3727,0.84,296960.43
-118.1246,40.2546,49,970,396,19865,4154,1.0,463892.57
-115.6183,39.4851,48,2721,1305,47261,12193,1.55,500000
-120.1563,34.5592,44,10115,4830,5486,1533,2.8,500000
-117.3309,36.6533,5,8091,2510,57565,11992,12.0,500000
-119.3187,35.1133,18,94,45,1371,457,2.35,500000
-121.3736,39.736,5,1640,752,5565,1966,3.99,500000
-116.3473,35.7957,14,155,56,6551,1374,2.59,500000
-124.1838,36.4664,11,7126,2296,19174,5781,8.86,500000
-119.4795,33.6613,38,3473,1730,13543,4183,6.27,500000
-116.2642,41.3588,12,1809,759,10414,4144,5.0,500000
-117.9733,40.3799,37,896,323,3256,668,16.83,500000
-119.6035,34.8074,3,1018,413,11683,2982,2.54,500000
-114.7013,32.5504,5,6167,3057,8885,2885,0.4,155979.52
-119.0825,40.3486,2,5997,2126,4372,1693,3.07,500000
-118.7243,41.2362,48,909,363,430,171,1.58,500000
-120.0633,40.6434,1,2088,649,17481,5591,6.35,500000
-121.5448,41.1374,8,1819,649,22896,9091,0.62,302208.75
-120.5164,39.26,21,22877,8195,2166,781,0.3,224807.2
-121.7407,36.2768,16,232,115,1344,332,16.54,500000
-118.6207,36.527,17,1240,582,7854,1603,6.08,500000
-119.8969,35.3497,1,4312,1711,4555,1696,0.13,60281.16
-115.921,36.1341,16,13065,4122,18588,5120,4.64,500000
-114.4949,32.6913,46,766,308,6272,2449,10.82,500000
-117.6398,33.579,17,1770,679,1934,507,0.39,149890.96
-122.4853,39.1876,32,208,69,812,201,0.1,67793.54
-121.3696,40.6977,52,5692,2088,5984,2135,3.61,500000
-123.4192,35.7816,42,5389,2118,807,274,18.65,500000
-122.7206,33.8077,18,6148,2178,1823,392,12.2,500000
-121.1632,39.2013,50,4801,1943,8660,2913,1.45,500000
-115.3772,41.6354,8,5478,2640,527,189,3.11,500000
-122.1534,38.0893,29,503,236,16839,5403,4.45,500000
-120.9746,41.5772,4,1880,873,11914,4229,7.58,500000
-116.902,38.1926,40,8912,3029,5667,1710,1.29,500000
-122.5729,38.0034,48,2451,1199,1445,336,0.9,500000
-122.6007,35.5687,33,2136,815,8885,2617,7.24,500000
-121.6323,37.3881,40,886,361,12933,4951,0.29,133924.24
-118.8651,33.6494,16,2301,1061,8705,1864,4.37,500000
-115.5861,38.93,26,2710,1131,3866,1114,0.05,15000
-120.5392,40.7596,15,1047,502,12539,3845,22.27,500000
-122.1755,40.7068,44,1018,355,20551,4274,8.3,500000
-119.304,41.5243,49,256,86,14528,5382,0.21,130000.0
-116.5102,34.5553,3,287,116,286,114,3.23,500000
-120.0592,37.3301,38,15107,5284,3864,932,0.15,107921.45
-115.2748,33.4528,37,13600,4671,14240,5465,2.27,500000
-122.6228,39.4013,9,9250,3582,9315,2186,0.92,369807.72
-117.3357,41.7891,38,5774,1936,8496,3019,10.62,500000
-124.0817,36.518,36,5770,1801,54006,11536,5.36,500000
-120.2723,36.0254,16,7367,3542,867,175,3.76,500000
-124.2787,36.3112,4,5790,2877,2165,791,3.38,500000
-117.8217,33.0284,5,2960,1284,5124,1814,10.95,500000
-121.5853,39.0636,45,5408,2164,3768,1463,1.34,500000
-119.2569,36.0735,40,20203,6675,1130,266,0.2,149543.71
-122.1985,39.8188,27,5491,2502,13098,4900,0.14,15000
-118.0741,39.244,34,1698,551,6495,1845,0.81,459161.75
-123.3052,34.6752,36,4461,1539,2182,466,3.72,500000
-121.0156,39.4607,43,4178,1996,6531,1862,5.3,500000
-119.5422,34.2298,6,84,25,1017,365,0.75,374735.55
-123.1649,34.1854,38,1916,955,4026,1237,9.29,500000
-119.4537,39.2219,38,2585,1290,11729,4295,3.09,500000
-117.3477,40.8853,1,2529,761,11161,2848,7.98,500000
-118.8199,33.8398,45,1022,310,6131,1445,1.81,500000
-123.0749,41.0702,31,2053,771,1161,268,5.41,500000
-119.587,37.5277,16,10017,3529,8080,1668,7.96,500000
-116.6613,38.5181,43,205,98,16928,5675,8.82,500000
-115.5001,41.68,49,31,15,5126,1985,0.52,129396.11
-118.3472,36.2479,52,7450,2734,2098,537,0.29,163692.97
-120.1626,37.9147,36,17057,8448,1590,379,7.99,500000
-120.8047,38.91,11,3903,1262,14194,4394,8.24,500000
-116.1449,35.5329,47,5233,1821,2516,771,1.23,500000
-122.321,40.7455,44,5422,1962,34626,8309,2.14,500000
-119.9017,33.3551,2,5953,2093,15387,4173,6.15,500000
-118.0422,33.598,39,7467,2672,412,114,16.47,500000
-121.1726,35.9067,34,10753,4505,10222,3837,5.79,500000
-118.9888,32.9606,33,714,318,26814,8562,3.4,500000
-124.0391,40.9862,29,9522,3231,4102,1189,0.22,15000
-116.9443,32.7046,20,26754,11274,22710,4706,8.69,500000
-121.3415,33.6843,25,6098,2811,2070,806,8.96,500000
-115.9148,38.4214,48,3050,1122,11405,3172,3.93,500000
-123.6815,37.8684,17,8413,2919,2823,851,5.73,500000
-123.7491,36.9046,33,6052,2745,5621,1318,1.59,500000
-118.3688,40.1677,2,8087,2787,1759,496,6.51,500000
-115.8266,37.0298,51,4875,2175,5342,2031,0.32,165487.5
-118.6195,41.4705,17,208,66,2931,591,2.31,500000
-121.6283,33.4403,34,1374,646,4233,1336,2.37,500000
-121.031,38.7441,3,1792,542,25867,5894,5.51,500000
-121.6855,36.8316,1,8261,3177,3347,970,0.23,110050.5
-124.0942,40.351,5,441,202,8114,1743,0.01,15000
-122.7726,41.1175,46,15226,5244,18218,4793,1.32,500000
-122.0435,40.7355,8,862,329,13581,5310,0.9,451544.69
-122.4336,33.9589,1,1734,750,5450,1218,6.17,500000
-118.2269,34.1619,25,2502,1115,35296,10046,11.65,500000
-120.4204,36.7187,38,6118,2817,12043,3270,0.77,441651.25
-123.6993,32.8742,17,4592,1399,2044,717,1.72,500000
-116.1329,36.7798,52,17693,7313,16389,6340,11.75,500000
-114.7161,40.6151,17,1742,635,2261,702,0.15,33479.51
-124.0983,39.6549,38,712,240,14954,5596,3.78,500000
-118.0439,38.6681,15,58,27,11942,3883,0.45,253636.73
-119.1277,39.8143,2,3743,1858,5516,2112,3.92,500000
-115.6619,33.1732,6,3542,1654,14875,4673,1.97,500000
-118.9468,39.2105,33,338,111,4866,1474,1.44,500000
-120.9714,33.9038,20,12506,6159,1346,507,5.49,500000
-116.4336,40.0008,29,1277,608,2524,994,2.0,500000
-121.696,38.7672,28,3236,1387,41530,13902,10.35,500000
-123.3321,36.5204,16,3266,1408,2985,852,5.25,500000
-120.8955,41.715,28,11107,3571,5765,1805,8.39,500000
-115.9306,38.8777,18,592,203,7786,2639,0.29,126424.59
-119.0057,40.0659,29,17009,6115,860,237,3.67,500000
-121.6286,38.367,49,776,295,8140,2839,1.9,500000
-117.0999,34.8904,32,806,262,3465,1344,0.21,34966.74
-114.3979,35.6164,22,8065,2917,5671,1625,1.84,500000
-115.1098,39.1165,13,2098,726,23411,6528,3.03,500000
-116.1667,36.7418,25,1925,862,4203,1622,2.73,500000
-121.8002,36.4512,36,21125,6744,17522,6385,10.57,500000
-123.9242,34.5345,39,4513,1542,10947,4163,6.06,500000
-114.8385,37.5571,52,84,37,9,2,1.23,500000
-118.8291,39.0499,20,4021,1669,6779,2390,8.19,500000
-116.8816,41.3987,21,9466,4300,3699,1249,19.34,500000
-120.7084,36.4365,9,9680,4387,2813,885,14.08,500000
-120.6151,41.5623,37,357,109,661,199,8.78,500000
-119.7085,40.5731,31,26261,10013,2670,803,2.45,500000
-118.3765,37.6447,14,4452,1805,1919,396,18.94,500000
-117.5912,36.9388,12,6522,2423,4299,907,5.4,500000
-118.6059,35.8711,52,1612,541,12595,4064,2.68,500000
-121.6608,34.6377,16,2424,967,10794,2981,11.39,500000
-117.8401,41.1607,28,4310,1300,1667,427,15.12,500000
-119.8583,34.2894,24,1851,627,1793,585,5.79,500000
-120.9342,33.6189,9,966,339,8597,2856,8.34,500000
-116.8877,35.4248,29,9874,4387,5785,1316,0.12,15000
-121.7897,39.1755,41,3524,1480,2129,700,2.84,500000
-123.375,34.3778,28,3566,1222,1365,524,1.41,500000
-124.1664,41.825,7,16331,7692,22680,9001,4.02,500000
-116.534,40.9706,25,8124,3464,10094,3115,2.82,500000
-121.8753,37.4505,14,675,219,5969,1321,6.39,500000
-117.9082,39.3044,29,1737,732,1974,727,14.53,500000
-121.1685,38.7466,16,15319,5219,11778,4373,5.82,500000
-118.786,34.9005,39,4638,1888,2929,757,13.89,500000
-115.1499,33.2345,16,733,354,10625,2389,2.28,500000
-120.3017,37.266,25,14058,4343,22984,7964,3.36,500000
-116.9249,40.1937,5,1776,879,6270,2444,8.42,500000
-119.2526,41.0751,13,9253,4314,15905,4607,2.46,500000
-124.2638,39.1488,7,362,163,3466,878,3.95,500000
-119.3943,32.9863,6,5518,2191,2669,658,0.07,15000
-120.7265,39.0457,15,17226,5498,4882,1899,2.38,500000
-123.1822,33.4771,8,1277,633,9036,3244,0.56,209398.19
-116.1917,37.4436,18,4398,1775,8587,1836,0.14,89419.57
-114.9477,34.7846,15,3146,1092,6560,2210,12.43,500000
-117.1696,33.2579,34,2793,1136,4374,1420,8.83,500000
-121.9013,37.9853,32,910,363,38853,9614,4.19,500000
-119.6008,33.3881,40,5839,1922,4507,913,12.38,500000
-114.4624,40.6249,25,1227,592,38441,9680,0.52,94509.6
-123.4259,33.7684,28,4638,1814,1143,282,8.31,500000
-123.589,33.1455,2,2113,854,3688,1191,9.58,500000
-114.4543,40.8059,4,3391,1514,752,204,1.39,500000
-120.0254,32.6641,23,1477,726,270,102,16.06,500000
-114.8276,37.2802,12,2115,1043,11769,4471,8.92,500000
-122.0445,38.1576,47,3026,1352,3550,1074,24.39,500000
-123.4477,38.7042,33,4339,1415,22345,8203,0.93,453340.53
-118.2356,40.7344,17,6725,2244,3945,1441,13.19,500000
-118.4814,37.917,12,371,128,2430,546,12.52,500000
-117.0102,38.4625,10,570,178,1488,541,2.12,500000
-123.2153,36.4227,8,4151,2016,7378,2420,2.47,500000
-118.8556,39.3459,40,9,2,24236,8220,13.67,500000
-119.0577,39.8236,27,1133,373,3438,946,1.71,500000
-120.0702,38.1667,24,6571,2508,3763,990,13.12,500000
-123.6218,38.8903,46,11619,5083,13658,3521,7.25,500000
-121.9049,41.5409,50,6358,2317,5261,2080,4.77,500000
-117.6042,39.2218,48,9107,3644,27053,8402,5.61,500000
-123.1911,35.618,15,1817,786,2212,873,0.39,238053.63
-115.5064,37.3102,24,5181,1848,21629,4784,1.74,500000
-118.5384,36.5092,3,6600,2016,11328,4390,2.43,500000
-116.3201,35.0257,40,5561,2022,18063,5731,2.21,500000
-115.3953,38.3892,51,2457,1123,11393,2740,4.35,500000
-115.9317,36.1931,14,10135,4877,2059,419,1.45,500000
-124.0766,40.4617,35,2492,1022,275,89,0.55,196598.76
-121.3753,37.9521,3,8030,3589,20903,5769,1.03,480786.1
-120.9319,32.618,48,4774,2042,322,79,4.68,500000
-122.8311,40.0591,36,4790,1987,10115,3305,1.98,500000
-119.9042,34.2581,37,15664,5706,2831,1114,3.33,500000
-122.1963,34.0847,17,9414,3842,2511,947,1.86,500000
-123.0913,40.5036,24,4020,1214,5530,1146,1.05,500000
-120.8982,40.2762,52,1334,561,10110,3239,5.03,500000
-120.7309,32.748,39,228,103,23858,5971,0.07,15000
-121.3318,40.0198,41,5634,1733,8941,3016,13.89,500000
-120.0943,39.65,44,2318,1110,6082,2333,21.15,500000
-118.3117,36.3986,9,1204,386,147,38,1.19,500000
-122.6645,34.4649,29,12059,5628,1317,308,2.08,500000
-118.9709,37.1283,45,11954,4678,1049,283,1.2,500000
-119.028,37.6804,33,3365,1622,21098,8410,3.34,500000
-117.4449,33.6354,16,6975,3404,10986,2784,3.82,500000
-122.1271,38.9537,13,5761,2331,10588,2143,1.95,500000
-119.1141,39.2551,8,8703,3685,525,197,0.53,340061.26
-118.9401,40.4373,46,178,63,3840,1473,17.67,500000
-122.6067,35.3467,21,1789,542,6292,1496,7.69,500000
-123.3553,40.3485,45,3501,1234,20875,7463,1.78,500000
-124.285,36.1101,4,1957,901,6385,1877,8.93,500000
-115.2901,39.3234,13,877,347,8228,2812,4.76,500000
-123.5676,41.5624,28,2878,910,7421,2683,17.57,500000
-116.3395,41.5475,5,835,368,25620,6644,3.13,500000
-116.0897,33.9473,20,5476,2311,603,157,7.83,500000
-115.1079,33.9084,28,3094,1013,8107,2819,0.38,89632.22
-117.4684,33.5135,21,6457,2772,27262,10885,7.04,500000
-115.8422,40.7364,27,11570,4668,23424,7957,1.71,500000
-118.4415,39.2369,11,3884,1706,35723,13827,0.39,210236.3
-119.4345,34.2117,51,4208,1756,1626,514,2.26,500000
-114.3738,34.9948,4,4488,2006,12253,2538,2.46,500000
-123.6889,35.4102,39,4310,1457,2791,924,4.03,500000
-122.4989,34.6463,6,1410,577,8066,2463,1.28,500000
-116.9784,40.3873,34,919,359,2499,739,10.51,500000
-115.0453,41.2644,32,9901,3846,1551,539,2.39,500000
-121.6803,41.6967,3,999,496,3812,1086,4.05,500000
-120.1467,34.9542,43,3239,1115,1328,379,2.13,500000
-122.179,36.9002,43,10361,3523,1020,381,1.94,500000
-117.9192,37.7698,27,9035,3101,14711,4294,7.06,500000
-121.259,33.1519,17,1546,667,9513,2970,5.76,500000
-117.9001,33.5608,5,124,42,6019,1904,19.97,500000
-114.3093,37.3928,19,4820,1983,15845,4268,3.69,500000
-115.4632,35.3838,28,520,198,30783,6628,0.51,257558.36
-123.4778,40.4141,21,7956,3973,7660,2792,0.38,226213.11
-116.3193,35.6644,30,1451,625,3559,871,2.99,500000
-122.1657,38.4672,52,4120,1831,11381,4338,0.75,348609.76
-122.559,34.3644,2,4415,1820,1388,482,2.22,500000
-118.1698,41.7301,52,2820,850,4766,1654,2.53,500000
-118.5203,39.8474,25,6288,2391,2208,736,4.43,500000
-114.5921,38.5915,2,3196,1083,11385,4007,5.01,500000
-118.1832,41.3918,25,220,104,18273,5888,10.35,500000
-118.5749,35.9037,50,18611,9240,13664,3404,0.22,121641.4
-116.7156,38.0904,23,3514,1548,2651,876,2.88,500000
-121.5963,40.5158,50,2981,1408,2654,979,7.24,500000
-122.7045,33.9708,36,15333,7488,16713,5156,0.73,341278.03
-123.3617,38.6332,43,5148,2390,19489,5362,1.43,500000
-115.7903,33.516,1,8710,4183,18443,6416,2.41,500000
-118.7225,35.2908,10,9810,4292,21837,7744,1.54,500000
-123.2218,41.4043,47,5512,1772,2129,802,8.97,500000
-121.6714,40.6517,10,2663,1227,3207,668,1.38,500000
-120.8774,33.3078,49,8844,4259,17933,5512,4.8,500000
-119.3592,32.5241,37,12102,5123,7972,2051,8.93,500000
-117.1707,35.4742,36,4858,1734,1402,486,5.0,500000
-116.7892,33.6239,12,8665,3952,7502,2338,8.05,500000
-115.5552,38.4657,27,4036,1374,362,134,14.92,500000
-122.265,35.782,38,2377,716,11340,4189,2.22,500000
-123.5901,40.2602,51,8032,3169,3398,696,11.6,500000
-120.0456,40.8474,48,4891,1599,10852,3436,5.0,500000
-118.0632,32.9716,18,11167,4584,3998,1199,0.35,132115.05
-116.9446,37.1558,34,885,436,17479,5616,0.85,481691.52
-119.2343,36.8858,40,16792,8105,9381,2823,10.83,500000
-115.3222,32.7671,16,4648,2082,15048,3475,3.25,500000
-122.5773,40.071,17,3884,1562,9770,3395,1.94,500000
-121.1609,36.8202,27,5744,1942,718,284,8.46,500000
-115.0109,41.6813,39,88,38,7418,2177,17.91,500000
-115.4075,34.2421,24,2078,672,5918,1611,26.63,500000
-117.8417,38.0015,45,1526,584,23024,5580,0.67,267009.69
-123.2179,40.8622,38,2223,697,1063,269,2.93,500000
-114.6948,35.1118,49,3299,1371,5983,2167,0.25,15000
-115.3505,34.4228,46,9523,4702,13813,4788,1.38,500000
-114.7706,39.075,36,315,113,705,231,0.59,273562.49
-118.1413,36.9337,44,1071,510,142,46,7.04,500000
-116.7977,33.5616,11,3253,1232,4528,974,9.37,500000
-115.3104,33.8577,48,9365,4235,17413,6480,0.02,15000
-117.9271,36.4359,38,9393,3399,2777,649,0.87,325800.94
-121.5792,40.3625,21,21645,9296,914,272,10.76,500000
-117.3254,35.5238,30,1293,435,5464,2115,10.59,500000
-121.2324,36.0379,41,31931,10808,22,7,11.71,500000
-120.319,35.3898,26,7050,2762,15030,3220,5.19,500000
-115.4987,37.155,32,476,208,24903,7368,2.54,500000
-120.0478,34.6554,49,6236,1950,9841,2641,0.55,196494.53
-116.502,37.1856,25,2308,851,9011,3381,2.84,500000
-115.6637,32.8951,50,1932,636,2228,600,2.14,500000
-117.2386,39.38,48,1198,475,32596,12634,0.49,158722.38
-123.6043,36.2673,28,1318,472,33560,9466,0.58,287582.76
-120.5071,36.2876,44,783,374,26260,10137,2.1,500000
-119.7588,36.4762,19,4743,1643,404,138,0.15,68046.71
-121.9405,35.8058,40,3281,1103,22583,4967,10.06,500000
-119.9468,33.0182,25,681,278,7699,2216,4.55,500000
-120.4538,33.7409,46,1089,374,4649,1241,10.95,500000
-114.509,32.6308,8,82,26,6724,2533,11.62,500000
-115.9945,35.1621,13,4128,1406,7465,2892,4.38,500000
-116.9452,40.6969,19,18365,9089,3024,710,0.38,159574.7
-115.1188,34.8611,29,1824,890,30684,8718,0.94,437945.68
-122.6601,36.7664,49,4091,1829,20808,5675,10.13,500000
-119.2218,39.4973,12,9214,3548,16128,5785,33.35,500000
-118.4321,37.9243,46,4144,1785,1781,454,5.68,500000
-121.6218,36.0137,42,7604,2770,4212,1457,14.34,500000
-115.3882,36.9482,25,2574,1234,2585,857,0.61,296524.19
-122.0539,39.4346,41,14095,6203,3527,740,1.25,500000
-120.1302,36.0403,46,1469,460,10574,2638,0.73,368864.42
-120.3382,36.8456,33,9412,4156,12564,4923,1.97,500000
-116.6402,33.5556,44,8006,2514,2380,571,34.25,500000
-118.8218,34.9433,19,1034,370,7693,2848,7.48,500000
-119.8047,39.2307,38,1751,766,23603,7049,13.65,500000
-115.5415,38.1887,14,3553,1121,13169,4472,2.18,500000
-114.4457,34.1921,41,6309,2276,3260,652,0.9,313326.11
-116.515,32.8154,4,4125,1770,7401,2698,0.12,15000
-115.9437,33.8884,47,11256,3660,1989,595,2.57,500000
-116.1674,40.8778,4,8756,2987,20838,4505,6.07,500000
-118.5425,40.1641,12,5937,2963,9862,2100,1.47,500000
-115.1027,38.8955,29,21707,9464,2976,1083,12.64,500000
-121.3691,33.5717,21,2506,775,9063,3403,8.05,500000
-117.1878,34.0698,35,1170,417,6294,2225,3.91,500000
-120.4196,38.0352,39,9921,4297,11681,3953,3.9,500000
-118.4136,32.575,48,4693,1450,5987,1396,0.3,87448.35
-115.9953,32.5307,49,9706,4570,2086,647,1.09,381308.67
-121.2177,40.8835,13,5886,2762,24295,9435,0.69,430821.75
-118.3328,34.2341,49,10076,3335,8655,3198,6.01,500000
-117.6164,34.7126,46,4525,2008,12244,3185,1.63,500000
-123.3491,40.896,1,1716,764,4458,1101,0.24,24702.13
-123.6859,41.5724,21,6424,2291,12224,2484,8.01,500000
-123.781,38.0743,4,2772,969,17874,3599,0.79,421493.18
-115.7427,39.6772,31,1560,534,6280,2413,1.38,500000
-114.5582,37.1718,1,7265,2909,3365,1082,14.66,500000
-117.7381,41.523,17,4130,1283,42697,12961,5.31,500000
-123.6162,36.8146,19,4244,1429,1636,396,0.89,443138.07
-120.0314,36.197,48,2179,908,15190,4738,1.37,500000
-116.3654,37.3493,20,1780,685,1199,410,3.88,500000
-115.4181,41.0555,38,17210,6383,16539,5427,0.26,98320.02
-120.8205,36.9135,26,2373,796,1380,491,5.39,500000
-116.4433,41.4932,18,241,94,3051,944,5.77,500000
-114.9099,38.9884,28,9778,4704,7561,2800,6.19,500000
-118.5272,34.2992,37,1593,601,17781,6345,6.17,500000
-123.9612,41.2424,39,2749,845,8659,3445,0.89,378161.73
-114.5219,39.673,18,13244,5240,3521,958,11.13,500000
-121.8323,37.6614,20,2516,1060,20,7,1.71,500000
-121.5503,37.0971,16,6869,2241,7130,2335,7.1,500000
-119.7327,38.7997,12,1945,624,15688,4321,0.18,237008.51
-119.4206,40.5599,52,525,181,7761,1779,3.95,500000
-120.3038,35.6175,51,4181,1425,17218,4030,0.26,88116.77
-123.1239,38.3812,49,15102,5154,4237,1384,2.06,500000
-124.0056,35.1271,49,12364,3764,12362,3668,1.3,500000
-117.3175,34.6102,11,6042,2114,6986,1479,2.67,500000
-116.3643,40.0387,3,15275,7534,9058,3190,0.45,216823.92
-120.7586,37.1147,28,7941,3031,28774,6021,2.54,500000
-119.1127,37.9244,10,1039,484,5574,2141,10.56,500000
-119.2826,34.6683,1,4915,2031,17476,5538,1.81,500000
-116.0168,39.7074,20,6456,3152,2263,649,0.76,308109.47
-116.9356,40.7354,42,4798,2201,5307,2002,2.51,500000
-118.2462,41.8136,43,590,252,32363,7450,19.77,500000
-118.9859,33.3647,35,5949,1845,18814,6565,2.66,500000
-122.6819,33.0871,47,4104,1777,11894,2599,0.34,83647.56
-115.0319,40.7539,8,11014,4284,27832,10122,6.1,500000
-123.086,41.1615,22,1168,462,37812,11028,0.6,359269.8
-118.7029,41.3853,3,12835,5556,8328,2427,2.72,500000
-122.4505,36.5491,44,9781,3095,13421,3921,17.08,500000
-120.687,38.0716,1,12677,5560,2366,609,1.83,500000
-123.4628,33.4575,49,1021,388,37512,13340,3.37,500000
-120.7303,32.5321,29,16219,7829,2265,890,5.39,500000
-123.1216,37.9149,17,16528,6137,3792,1399,3.22,500000
-120.8112,39.8528,27,10486,5065,19686,7599,1.79,500000
-115.3852,39.1039,23,1701,533,16529,6362,1.89,500000
-121.1675,33.1461,42,2265,921,5520,1319,0.87,303425.77
-121.6258,36.4918,44,5454,1781,12643,4503,12.32,500000
-123.9035,34.5774,43,4733,1750,789,229,0.74,346031.73
-116.1873,37.9147,29,7338,2219,22393,8862,0.26,204512.24
-117.1302,36.5351,2,1474,563,19992,4880,8.71,500000
-124.2578,33.5994,9,535,215,18183,7250,0.98,478943.88
-116.7379,40.186,30,1589,688,14024,3684,6.28,500000
-117.6356,36.1711,48,1091,374,8718,3382,5.56,500000
-123.0985,37.2343,31,3019,1321,1021,293,7.3,500000
