Age,WorkClass,Education,EducationNum,MaritalStatus,Occupation,Race,Gender,CapitalGain,CapitalLoss,HoursPerWeek,Income
37,Federal-gov,5th-6th,14,Married-civ-spouse,Handlers-cleaners,White,Female,0,0,49,0
75,State-gov,10th,1,Married-spouse-absent,Armed-Forces,White,Female,10006,0,35,0
71,Self-emp-not-inc,1st-4th,1,Divorced,Other-service,Black,Female,0,0,79,0
86,Self-emp-inc,7th-8th,1,Never-married,Priv-house-serv,White,Male,0,0,14,0
65,Federal-gov,7th-8th,6,Never-married,Sales,Asian-Pac-Islander,Female,0,0,43,0
64,Private,7th-8th,10,Married-AF-spouse,Sales,Amer-Indian-Eskimo,Male,18622,0,6,0
63,Private,12th,8,Divorced,Transport-moving,Asian-Pac-Islander,Male,0,49753,48,0
64,Private,7th-8th,7,Married-AF-spouse,Farming-fishing,Black,Female,0,0,23,0
81,Self-emp-not-inc,Doctorate,7,Divorced,Priv-house-serv,White,Male,0,0,62,0
63,State-gov,Doctorate,8,Divorced,Priv-house-serv,Asian-Pac-Islander,Male,0,0,47,0
58,Federal-gov,7th-8th,1,Married-civ-spouse,Other-service,Black,Male,0,0,37,0
26,Private,HS-grad,12,Married-AF-spouse,Other-service,Black,Female,0,0,70,0
88,Self-emp-not-inc,Some-college,14,Separated,Handlers-cleaners,Asian-Pac-Islander,Male,0,0,57,0
21,Local-gov,Masters,11,Widowed,Exec-managerial,Black,Male,30291,0,18,0
58,Private,Doctorate,10,Never-married,Farming-fishing,Other,Female,0,5016,2,0
31,State-gov,Masters,16,Widowed,Sales,Asian-Pac-Islander,Male,0,0,57,0
21,Local-gov,11th,9,Divorced,Protective-serv,Black,Female,0,0,59,0
28,Local-gov,Masters,12,Separated,Protective-serv,Asian-Pac-Islander,Female,0,0,27,0
18,State-gov,5th-6th,12,Separated,Other-service,Asian-Pac-Islander,Female,0,20925,9,0
48,State-gov,11th,13,Married-civ-spouse,Other-service,White,Female,0,32107,73,0
45,Federal-gov,Preschool,9,Married-civ-spouse,Protective-serv,White,Female,0,0,26,0
64,Federal-gov,Preschool,16,Separated,Farming-fishing,Asian-Pac-Islander,Female,0,0,47,0
73,Federal-gov,Assoc-acdm,3,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Female,0,0,12,0
80,Federal-gov,Masters,14,Never-married,Handlers-cleaners,White,Female,0,0,88,0
79,State-gov,Assoc-acdm,3,Divorced,Transport-moving,Black,Male,0,0,41,0
26,Federal-gov,5th-6th,1,Separated,Priv-house-serv,Black,Male,0,0,96,0
50,Local-gov,Some-college,6,Separated,Other-service,Amer-Indian-Eskimo,Female,0,0,96,0
32,Local-gov,5th-6th,15,Widowed,Machine-op-inspct,Asian-Pac-Islander,Male,0,26600,46,0
85,Federal-gov,12th,13,Never-married,Prof-specialty,Black,Male,0,0,35,0
76,State-gov,7th-8th,10,Married-spouse-absent,Machine-op-inspct,Other,Male,97208,0,17,0
45,State-gov,Assoc-voc,6,Widowed,Other-service,White,Female,0,0,88,0
28,Private,5th-6th,11,Married-spouse-absent,Tech-support,Other,Female,0,0,90,0
24,Federal-gov,5th-6th,12,Widowed,Armed-Forces,Asian-Pac-Islander,Male,0,28306,13,0
22,State-gov,Preschool,12,Married-spouse-absent,Farming-fishing,Asian-Pac-Islander,Male,0,0,93,0
45,Self-emp-inc,11th,7,Separated,Prof-specialty,Black,Female,16057,0,87,0
83,Self-emp-inc,11th,7,Widowed,Prof-specialty,Amer-Indian-Eskimo,Female,0,0,1,0
80,Without-pay,Some-college,9,Widowed,Sales,Amer-Indian-Eskimo,Female,0,19437,8,0
78,Federal-gov,Prof-school,8,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Female,19581,0,33,0
67,Federal-gov,1st-4th,3,Never-married,Farming-fishing,Black,Male,0,0,89,0
22,Self-emp-not-inc,Assoc-acdm,5,Divorced,Exec-managerial,White,Male,0,0,1,0
69,Self-emp-inc,Assoc-voc,8,Married-spouse-absent,Sales,Other,Male,84568,0,4,0
82,Without-pay,10th,13,Married-civ-spouse,Machine-op-inspct,Amer-Indian-Eskimo,Male,0,0,54,0
57,Self-emp-inc,Prof-school,15,Married-spouse-absent,Transport-moving,Other,Male,0,30578,58,0
76,Self-emp-not-inc,Masters,11,Married-civ-spouse,Prof-specialty,Other,Female,0,0,49,0
79,Without-pay,9th,16,Never-married,Handlers-cleaners,Amer-Indian-Eskimo,Female,28133,21145,77,0
64,Self-emp-not-inc,5th-6th,1,Separated,Machine-op-inspct,Amer-Indian-Eskimo,Male,0,0,89,0
31,Self-emp-not-inc,Masters,12,Divorced,Other-service,Black,Male,0,0,91,0
37,Self-emp-inc,Bachelors,13,Married-civ-spouse,Other-service,Other,Male,0,0,38,0
44,Private,HS-grad,5,Never-married,Protective-serv,Amer-Indian-Eskimo,Male,0,0,74,0
34,Without-pay,Assoc-voc,7,Widowed,Craft-repair,Amer-Indian-Eskimo,Male,0,0,6,0
52,Self-emp-not-inc,10th,15,Widowed,Transport-moving,Black,Male,0,38401,15,0
48,Local-gov,Doctorate,6,Never-married,Transport-moving,Asian-Pac-Islander,Male,0,15968,1,0
34,Local-gov,Assoc-voc,15,Separated,Protective-serv,Amer-Indian-Eskimo,Female,0,0,23,0
82,Federal-gov,12th,7,Separated,Exec-managerial,Amer-Indian-Eskimo,Female,0,41605,88,0
30,State-gov,9th,12,Widowed,Machine-op-inspct,Asian-Pac-Islander,Female,0,0,74,0
73,State-gov,10th,7,Widowed,Priv-house-serv,Black,Female,64468,0,82,0
86,Self-emp-not-inc,HS-grad,2,Separated,Tech-support,White,Male,0,0,3,0
81,Federal-gov,Doctorate,14,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,0,0,59,0
41,State-gov,10th,14,Never-married,Machine-op-inspct,Other,Male,0,0,8,0
66,Self-emp-not-inc,7th-8th,14,Married-spouse-absent,Farming-fishing,Amer-Indian-Eskimo,Male,0,0,10,0
38,Self-emp-inc,Bachelors,11,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,0,0,18,0
47,Self-emp-not-inc,1st-4th,9,Divorced,Farming-fishing,Black,Female,99812,7549,97,0
37,Federal-gov,Assoc-acdm,5,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Male,0,0,15,0
54,Without-pay,Doctorate,6,Married-civ-spouse,Craft-repair,Black,Male,0,0,16,0
49,Private,11th,4,Married-AF-spouse,Protective-serv,Black,Female,0,0,81,0
52,Without-pay,Bachelors,13,Widowed,Protective-serv,White,Female,0,0,32,0
64,State-gov,Assoc-voc,13,Widowed,Priv-house-serv,White,Female,0,0,54,0
56,Local-gov,1st-4th,15,Married-spouse-absent,Farming-fishing,Amer-Indian-Eskimo,Female,43035,0,58,0
71,Private,Doctorate,10,Divorced,Handlers-cleaners,Other,Male,0,0,34,0
28,Self-emp-not-inc,Preschool,14,Separated,Farming-fishing,Black,Male,6026,0,95,0
55,State-gov,10th,7,Married-spouse-absent,Sales,Amer-Indian-Eskimo,Female,0,0,24,0
61,State-gov,7th-8th,13,Widowed,Craft-repair,Asian-Pac-Islander,Male,0,6744,33,0
82,Local-gov,Doctorate,8,Separated,Sales,Other,Male,0,45014,83,0
37,State-gov,1st-4th,8,Married-civ-spouse,Handlers-cleaners,Amer-Indian-Eskimo,Female,0,0,14,0
42,Self-emp-inc,5th-6th,14,Divorced,Handlers-cleaners,Asian-Pac-Islander,Male,0,0,28,0
17,State-gov,Some-college,4,Married-civ-spouse,Machine-op-inspct,Amer-Indian-Eskimo,Female,66602,0,9,0
71,Self-emp-not-inc,11th,16,Widowed,Transport-moving,Other,Female,0,0,8,0
65,Federal-gov,12th,12,Married-spouse-absent,Sales,Amer-Indian-Eskimo,Female,0,0,72,0
24,Local-gov,1st-4th,9,Married-civ-spouse,Tech-support,White,Female,0,0,78,0
58,Federal-gov,1st-4th,11,Never-married,Exec-managerial,White,Female,0,0,75,0
56,Federal-gov,Doctorate,4,Divorced,Exec-managerial,Other,Male,95216,0,24,0
34,Self-emp-not-inc,7th-8th,6,Married-civ-spouse,Protective-serv,White,Female,0,0,30,0
22,Without-pay,Prof-school,8,Widowed,Other-service,Asian-Pac-Islander,Female,0,0,95,0
49,Private,Assoc-acdm,6,Married-civ-spouse,Priv-house-serv,Other,Male,0,0,37,0
29,State-gov,1st-4th,6,Married-spouse-absent,Tech-support,Other,Male,0,0,76,0
53,Private,5th-6th,11,Never-married,Exec-managerial,White,Male,61914,0,86,0
85,State-gov,Assoc-acdm,16,Widowed,Craft-repair,Amer-Indian-Eskimo,Female,0,0,45,0
64,Local-gov,HS-grad,14,Widowed,Farming-fishing,White,Female,0,10064,25,0
18,Local-gov,7th-8th,1,Never-married,Protective-serv,White,Female,17076,0,73,0
51,Federal-gov,Bachelors,8,Married-AF-spouse,Tech-support,Asian-Pac-Islander,Male,0,0,56,0
29,Self-emp-not-inc,Prof-school,4,Widowed,Tech-support,White,Female,0,0,39,0
46,Federal-gov,11th,3,Married-AF-spouse,Prof-specialty,Black,Male,0,0,16,0
29,Local-gov,Assoc-voc,8,Married-civ-spouse,Machine-op-inspct,Black,Male,0,0,68,0
57,Without-pay,Some-college,15,Married-AF-spouse,Farming-fishing,Amer-Indian-Eskimo,Female,0,0,47,0
61,Local-gov,12th,9,Widowed,Craft-repair,Other,Female,0,0,53,0
31,Without-pay,Masters,5,Married-spouse-absent,Protective-serv,White,Female,0,0,60,0
75,Local-gov,Prof-school,12,Never-married,Machine-op-inspct,White,Female,83279,0,31,0
76,Self-emp-not-inc,9th,11,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Male,0,0,21,0
21,Self-emp-inc,7th-8th,13,Never-married,Farming-fishing,Black,Male,0,33838,7,0
21,Federal-gov,Doctorate,4,Separated,Craft-repair,Other,Female,0,43110,65,0
18,Local-gov,HS-grad,13,Married-spouse-absent,Handlers-cleaners,Asian-Pac-Islander,Male,0,26489,49,0
23,Private,Bachelors,14,Married-AF-spouse,Craft-repair,Asian-Pac-Islander,Female,0,0,4,0
64,Self-emp-not-inc,Prof-school,12,Never-married,Exec-managerial,Asian-Pac-Islander,Male,0,0,5,0
61,Self-emp-inc,7th-8th,15,Widowed,Machine-op-inspct,Black,Male,0,0,81,0
52,Without-pay,HS-grad,11,Separated,Priv-house-serv,Amer-Indian-Eskimo,Male,0,0,97,0
42,Federal-gov,Bachelors,7,Married-AF-spouse,Other-service,White,Male,0,0,74,0
61,Self-emp-not-inc,1st-4th,8,Separated,Exec-managerial,Asian-Pac-Islander,Male,35824,0,67,0
32,Private,9th,11,Married-spouse-absent,Priv-house-serv,Amer-Indian-Eskimo,Female,0,0,48,0
61,Local-gov,Assoc-voc,14,Divorced,Armed-Forces,Asian-Pac-Islander,Female,0,0,57,0
50,Self-emp-inc,Prof-school,1,Never-married,Sales,Other,Male,0,0,81,0
27,Self-emp-not-inc,Assoc-acdm,7,Separated,Handlers-cleaners,Black,Male,0,0,8,0
64,Self-emp-not-inc,5th-6th,14,Never-married,Priv-house-serv,Black,Male,0,0,75,0
53,Self-emp-inc,5th-6th,15,Divorced,Other-service,Other,Female,4599,0,75,0
54,Federal-gov,Some-college,2,Separated,Other-service,Amer-Indian-Eskimo,Male,0,0,87,0
85,Without-pay,1st-4th,4,Never-married,Sales,Other,Male,0,0,100,0
43,Self-emp-inc,Prof-school,10,Separated,Armed-Forces,Other,Female,0,0,22,0
70,Self-emp-not-inc,Masters,15,Widowed,Priv-house-serv,Amer-Indian-Eskimo,Male,0,0,88,0
68,Federal-gov,Assoc-acdm,13,Married-civ-spouse,Tech-support,Other,Male,0,0,98,0
45,Self-emp-inc,Doctorate,2,Separated,Machine-op-inspct,Amer-Indian-Eskimo,Female,0,0,87,0
32,Local-gov,Bachelors,11,Married-AF-spouse,Armed-Forces,Other,Male,0,0,20,0
43,Federal-gov,1st-4th,13,Separated,Farming-fishing,Amer-Indian-Eskimo,Male,0,31614,87,0
51,Without-pay,Assoc-voc,14,Married-spouse-absent,Prof-specialty,Black,Male,0,0,68,0
26,Federal-gov,HS-grad,15,Divorced,Handlers-cleaners,Asian-Pac-Islander,Female,0,45104,93,0
50,Self-emp-inc,1st-4th,4,Never-married,Craft-repair,Amer-Indian-Eskimo,Female,0,0,67,0
37,Self-emp-not-inc,11th,3,Married-spouse-absent,Other-service,Amer-Indian-Eskimo,Female,60404,0,89,0
90,Federal-gov,10th,16,Divorced,Handlers-cleaners,Black,Female,0,7869,69,0
75,Self-emp-inc,HS-grad,13,Separated,Protective-serv,Asian-Pac-Islander,Female,0,0,98,0
87,Private,12th,6,Separated,Handlers-cleaners,Other,Female,99521,0,19,0
60,Local-gov,10th,6,Separated,Exec-managerial,Black,Male,0,0,69,0
31,Local-gov,7th-8th,13,Never-married,Handlers-cleaners,Amer-Indian-Eskimo,Female,0,0,13,0
42,Self-emp-not-inc,12th,14,Separated,Transport-moving,Amer-Indian-Eskimo,Female,0,0,25,0
33,Without-pay,12th,1,Married-spouse-absent,Other-service,Asian-Pac-Islander,Male,0,0,21,0
55,Private,Some-college,15,Divorced,Transport-moving,Black,Male,0,0,60,0
66,Without-pay,Prof-school,1,Separated,Armed-Forces,White,Female,0,0,96,0
27,Local-gov,HS-grad,11,Married-AF-spouse,Craft-repair,Black,Male,0,0,48,0
27,Private,12th,7,Married-AF-spouse,Transport-moving,Amer-Indian-Eskimo,Female,0,0,91,0
68,Local-gov,7th-8th,6,Married-AF-spouse,Sales,Amer-Indian-Eskimo,Male,0,0,3,0
31,Without-pay,Assoc-voc,12,Divorced,Prof-specialty,Other,Female,0,0,99,0
20,Self-emp-not-inc,HS-grad,15,Widowed,Farming-fishing,Other,Female,0,0,52,0
62,Private,Some-college,4,Married-AF-spouse,Machine-op-inspct,Amer-Indian-Eskimo,Male,0,0,65,0
83,Without-pay,Doctorate,6,Widowed,Transport-moving,Asian-Pac-Islander,Male,0,0,67,0
17,Self-emp-not-inc,Doctorate,13,Widowed,Craft-repair,Black,Female,99865,0,88,0
17,Federal-gov,11th,16,Married-spouse-absent,Sales,Asian-Pac-Islander,Female,0,0,58,0
18,Federal-gov,10th,2,Widowed,Sales,Amer-Indian-Eskimo,Male,0,0,80,0
17,State-gov,11th,13,Married-spouse-absent,Farming-fishing,Amer-Indian-Eskimo,Male,0,0,19,0
89,State-gov,Assoc-acdm,13,Married-spouse-absent,Handlers-cleaners,Amer-Indian-Eskimo,Female,80226,0,43,0
17,Self-emp-inc,Bachelors,13,Separated,Protective-serv,White,Male,0,0,18,0
63,Local-gov,11th,2,Separated,Handlers-cleaners,White,Female,0,0,99,0
35,Self-emp-inc,9th,4,Married-spouse-absent,Machine-op-inspct,Black,Female,0,0,28,0
82,Self-emp-not-inc,Preschool,13,Separated,Armed-Forces,Black,Female,90903,0,22,0
72,Self-emp-not-inc,7th-8th,12,Married-spouse-absent,Protective-serv,Black,Female,0,27864,74,0
55,Private,Assoc-voc,6,Separated,Handlers-cleaners,White,Female,0,0,8,0
86,Self-emp-not-inc,Doctorate,1,Separated,Sales,Amer-Indian-Eskimo,Female,19201,0,16,0
33,Private,11th,8,Divorced,Priv-house-serv,Other,Female,0,0,21,0
40,Federal-gov,Assoc-voc,13,Married-AF-spouse,Priv-house-serv,Asian-Pac-Islander,Male,60031,0,22,0
59,State-gov,Preschool,14,Never-married,Priv-house-serv,Amer-Indian-Eskimo,Male,0,0,66,0
44,Local-gov,11th,8,Divorced,Priv-house-serv,Asian-Pac-Islander,Female,0,0,20,0
34,Local-gov,10th,6,Married-spouse-absent,Handlers-cleaners,Other,Female,35282,0,59,0
90,State-gov,Assoc-acdm,9,Married-civ-spouse,Protective-serv,Black,Female,0,0,37,0
75,Self-emp-inc,Prof-school,11,Separated,Farming-fishing,Other,Male,0,0,54,0
38,Self-emp-not-inc,Doctorate,12,Married-spouse-absent,Prof-specialty,White,Female,0,0,69,0
81,Self-emp-inc,Assoc-voc,2,Never-married,Machine-op-inspct,Amer-Indian-Eskimo,Female,0,0,71,0
30,Without-pay,5th-6th,11,Divorced,Prof-specialty,White,Male,0,0,52,0
63,State-gov,HS-grad,5,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Female,0,0,88,0
29,Private,11th,13,Widowed,Other-service,White,Male,22621,0,65,0
23,Private,11th,16,Widowed,Transport-moving,Other,Female,0,22303,85,0
33,State-gov,9th,3,Divorced,Protective-serv,Asian-Pac-Islander,Female,99190,0,23,0
38,Federal-gov,Masters,5,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,0,0,65,0
41,Private,11th,13,Never-married,Tech-support,Asian-Pac-Islander,Male,0,0,67,0
76,Private,Prof-school,4,Separated,Priv-house-serv,Amer-Indian-Eskimo,Female,0,0,25,0
67,Federal-gov,10th,16,Separated,Armed-Forces,Other,Female,0,27010,40,0
57,Private,Assoc-acdm,1,Married-AF-spouse,Farming-fishing,Other,Male,0,0,40,0
19,Federal-gov,HS-grad,9,Separated,Protective-serv,Asian-Pac-Islander,Female,0,22524,57,0
86,Private,12th,10,Separated,Priv-house-serv,White,Male,0,0,97,0
68,Private,Some-college,10,Divorced,Farming-fishing,Black,Female,0,0,59,0
47,Federal-gov,Preschool,6,Married-spouse-absent,Sales,White,Male,0,0,87,0
65,Private,11th,15,Separated,Handlers-cleaners,Amer-Indian-Eskimo,Female,0,0,98,0
52,Self-emp-not-inc,12th,1,Never-married,Farming-fishing,Black,Male,0,0,41,0
44,Without-pay,Doctorate,10,Never-married,Prof-specialty,Other,Female,0,0,47,0
54,Self-emp-inc,7th-8th,14,Never-married,Machine-op-inspct,Black,Male,0,29125,36,0
88,Self-emp-inc,12th,13,Separated,Other-service,Other,Male,0,0,77,0
48,Self-emp-not-inc,10th,5,Divorced,Transport-moving,White,Male,0,0,70,0
77,Self-emp-not-inc,9th,14,Never-married,Armed-Forces,Amer-Indian-Eskimo,Female,91822,14921,48,0
45,Self-emp-not-inc,9th,16,Divorced,Transport-moving,White,Male,0,0,63,0
17,Self-emp-not-inc,12th,5,Separated,Handlers-cleaners,Asian-Pac-Islander,Female,0,0,31,0
71,Federal-gov,Preschool,7,Married-civ-spouse,Machine-op-inspct,Other,Female,1059,0,21,0
48,Without-pay,Assoc-voc,4,Never-married,Protective-serv,Asian-Pac-Islander,Female,0,0,43,0
32,Self-emp-not-inc,Assoc-voc,13,Never-married,Handlers-cleaners,Other,Female,0,0,96,0
77,Federal-gov,Prof-school,14,Married-AF-spouse,Farming-fishing,Black,Male,0,0,80,0
82,Private,Doctorate,11,Married-spouse-absent,Prof-specialty,Amer-Indian-Eskimo,Male,0,0,46,0
30,Local-gov,Bachelors,3,Divorced,Farming-fishing,White,Female,0,0,16,0
51,Self-emp-not-inc,Masters,3,Never-married,Farming-fishing,Other,Female,54551,0,58,0
65,Self-emp-inc,Some-college,12,Separated,Prof-specialty,Amer-Indian-Eskimo,Female,0,0,99,0
21,Local-gov,7th-8th,12,Divorced,Craft-repair,White,Female,0,15779,94,0
27,Self-emp-inc,Assoc-voc,1,Married-AF-spouse,Handlers-cleaners,Other,Male,0,0,73,0
82,Self-emp-inc,11th,10,Married-AF-spouse,Machine-op-inspct,Black,Male,0,0,69,0
47,Local-gov,10th,3,Married-AF-spouse,Machine-op-inspct,Amer-Indian-Eskimo,Male,0,0,33,0
26,Local-gov,Assoc-acdm,2,Separated,Priv-house-serv,Asian-Pac-Islander,Male,0,0,84,0
89,Local-gov,7th-8th,3,Married-spouse-absent,Farming-fishing,Other,Male,0,0,62,0
79,Self-emp-not-inc,9th,8,Widowed,Armed-Forces,Asian-Pac-Islander,Male,0,0,10,0
75,Self-emp-not-inc,10th,8,Married-spouse-absent,Handlers-cleaners,White,Female,0,0,32,0
70,Federal-gov,7th-8th,2,Married-AF-spouse,Prof-specialty,Other,Male,0,0,66,0
68,State-gov,Assoc-voc,12,Divorced,Priv-house-serv,Other,Female,0,0,67,0
41,Without-pay,7th-8th,2,Separated,Farming-fishing,White,Female,0,22960,17,0
63,Self-emp-inc,9th,10,Married-AF-spouse,Exec-managerial,Asian-Pac-Islander,Male,0,0,85,0
30,State-gov,Preschool,8,Separated,Machine-op-inspct,White,Female,0,0,93,0
52,Private,7th-8th,6,Widowed,Sales,White,Female,0,0,26,0
47,Private,9th,8,Married-spouse-absent,Craft-repair,Asian-Pac-Islander,Female,0,12164,44,0
17,Self-emp-inc,Assoc-acdm,16,Divorced,Craft-repair,Amer-Indian-Eskimo,Female,0,0,95,0
47,Without-pay,11th,15,Married-civ-spouse,Priv-house-serv,Black,Female,0,0,9,0
51,Self-emp-not-inc,Bachelors,3,Married-AF-spouse,Protective-serv,Amer-Indian-Eskimo,Female,74810,0,76,0
56,Self-emp-not-inc,Masters,10,Married-spouse-absent,Sales,Asian-Pac-Islander,Female,0,0,78,0
30,Local-gov,7th-8th,15,Married-spouse-absent,Craft-repair,White,Male,0,0,22,0
71,Local-gov,Masters,8,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Female,0,0,73,0
68,Self-emp-inc,Prof-school,3,Never-married,Armed-Forces,Other,Female,0,0,25,0
61,Federal-gov,10th,7,Separated,Other-service,Amer-Indian-Eskimo,Female,0,0,93,0
80,Self-emp-inc,11th,14,Widowed,Other-service,Other,Male,0,0,86,0
44,Self-emp-inc,Doctorate,13,Married-civ-spouse,Protective-serv,Asian-Pac-Islander,Female,59997,0,98,0
84,State-gov,Masters,12,Married-civ-spouse,Priv-house-serv,Asian-Pac-Islander,Male,0,0,56,0
61,Private,5th-6th,1,Widowed,Tech-support,Amer-Indian-Eskimo,Male,0,0,57,0
48,Federal-gov,Bachelors,10,Separated,Machine-op-inspct,Asian-Pac-Islander,Male,96577,12738,78,0
67,Self-emp-not-inc,Doctorate,15,Separated,Prof-specialty,White,Male,0,0,47,0
28,Self-emp-not-inc,9th,1,Divorced,Armed-Forces,Black,Male,39569,0,58,0
28,Self-emp-inc,Some-college,14,Married-civ-spouse,Exec-managerial,Black,Female,32218,29809,75,0
65,Self-emp-not-inc,Assoc-voc,15,Married-spouse-absent,Craft-repair,Amer-Indian-Eskimo,Male,0,0,41,0
73,Self-emp-inc,5th-6th,13,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Female,0,0,4,0
17,State-gov,Preschool,1,Married-civ-spouse,Armed-Forces,White,Female,76897,0,71,0
24,Local-gov,12th,11,Never-married,Handlers-cleaners,Asian-Pac-Islander,Male,0,35206,58,0
37,Self-emp-not-inc,Some-college,1,Married-civ-spouse,Tech-support,Amer-Indian-Eskimo,Female,0,0,46,0
77,Local-gov,11th,9,Married-spouse-absent,Machine-op-inspct,Amer-Indian-Eskimo,Male,34853,0,93,0
36,Self-emp-not-inc,HS-grad,13,Separated,Craft-repair,Black,Male,0,0,10,0
27,Without-pay,Bachelors,15,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Male,0,0,49,0
19,Self-emp-inc,Assoc-acdm,5,Divorced,Craft-repair,Black,Male,0,0,86,0
53,Local-gov,9th,12,Widowed,Protective-serv,Amer-Indian-Eskimo,Female,0,0,80,0
65,Local-gov,HS-grad,13,Separated,Handlers-cleaners,Black,Male,0,0,40,0
86,Self-emp-inc,10th,10,Never-married,Protective-serv,Black,Male,0,0,81,0
72,Self-emp-not-inc,Prof-school,3,Widowed,Craft-repair,Asian-Pac-Islander,Female,71283,0,19,0
58,Self-emp-inc,12th,1,Married-AF-spouse,Tech-support,Other,Female,0,0,92,0
83,Local-gov,Prof-school,8,Married-AF-spouse,Protective-serv,Amer-Indian-Eskimo,Male,0,0,59,0
17,State-gov,Prof-school,3,Divorced,Machine-op-inspct,Black,Male,0,29885,25,0
81,Self-emp-not-inc,Masters,13,Never-married,Farming-fishing,Amer-Indian-Eskimo,Male,0,0,79,0
79,Federal-gov,Bachelors,1,Never-married,Craft-repair,Black,Male,0,0,61,0
50,Without-pay,Prof-school,1,Married-spouse-absent,Armed-Forces,Black,Male,0,0,15,0
69,Without-pay,Prof-school,13,Married-spouse-absent,Other-service,Amer-Indian-Eskimo,Female,0,0,18,0
40,Without-pay,9th,11,Divorced,Protective-serv,Black,Male,0,0,45,0
63,Local-gov,Assoc-acdm,5,Divorced,Protective-serv,Other,Female,0,0,39,0
33,Self-emp-not-inc,10th,1,Widowed,Other-service,Other,Male,0,0,98,0
59,Private,HS-grad,3,Divorced,Transport-moving,Asian-Pac-Islander,Female,0,0,52,0
35,State-gov,12th,14,Married-civ-spouse,Other-service,Other,Male,0,0,39,0
75,Federal-gov,HS-grad,8,Widowed,Other-service,Other,Male,0,9402,45,0
55,Self-emp-not-inc,10th,16,Married-civ-spouse,Machine-op-inspct,White,Female,0,0,96,0
71,Self-emp-inc,9th,5,Separated,Prof-specialty,Asian-Pac-Islander,Male,34614,0,44,0
68,Without-pay,9th,7,Divorced,Prof-specialty,White,Female,0,0,48,0
88,State-gov,1st-4th,2,Married-civ-spouse,Handlers-cleaners,White,Female,0,0,15,0
72,State-gov,Masters,1,Married-AF-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,0,60,0
84,State-gov,1st-4th,6,Married-spouse-absent,Craft-repair,Black,Male,0,0,68,0
84,Without-pay,1st-4th,6,Separated,Tech-support,Other,Female,0,0,22,0
67,Self-emp-inc,Assoc-acdm,12,Never-married,Transport-moving,White,Male,0,0,69,0
82,Self-emp-inc,HS-grad,2,Widowed,Machine-op-inspct,White,Female,0,0,11,0
23,Self-emp-not-inc,1st-4th,15,Married-spouse-absent,Exec-managerial,White,Female,0,0,15,0
35,Without-pay,5th-6th,13,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,0,24014,47,0
85,Federal-gov,10th,12,Separated,Tech-support,Other,Male,0,0,6,0
86,Without-pay,HS-grad,11,Divorced,Exec-managerial,Black,Female,0,0,20,0
84,State-gov,Preschool,1,Never-married,Craft-repair,Amer-Indian-Eskimo,Female,74806,0,20,0
42,Federal-gov,1st-4th,13,Never-married,Prof-specialty,Amer-Indian-Eskimo,Female,33628,0,13,0
55,Federal-gov,Prof-school,13,Married-spouse-absent,Farming-fishing,Amer-Indian-Eskimo,Female,0,0,96,0
59,Self-emp-inc,Masters,4,Married-AF-spouse,Handlers-cleaners,Other,Female,0,0,77,0
87,Federal-gov,Some-college,3,Married-spouse-absent,Exec-managerial,Other,Male,0,0,19,0
82,Private,9th,12,Married-spouse-absent,Farming-fishing,Black,Female,0,0,23,0
26,Self-emp-not-inc,Masters,7,Married-civ-spouse,Farming-fishing,Other,Male,87536,0,60,0
43,Private,Some-college,8,Married-civ-spouse,Armed-Forces,Black,Female,0,0,91,0
37,Self-emp-not-inc,9th,11,Married-spouse-absent,Transport-moving,Asian-Pac-Islander,Female,0,0,46,0
31,Private,HS-grad,7,Divorced,Craft-repair,Asian-Pac-Islander,Female,0,0,48,0
83,Local-gov,10th,2,Never-married,Priv-house-serv,Black,Female,0,0,64,0
68,Without-pay,Preschool,9,Married-civ-spouse,Armed-Forces,Black,Male,0,0,58,0
46,Self-emp-inc,Doctorate,4,Never-married,Exec-managerial,Other,Male,39777,0,77,0
47,Federal-gov,12th,1,Separated,Tech-support,Other,Female,0,0,64,0
25,Without-pay,10th,4,Separated,Machine-op-inspct,Asian-Pac-Islander,Female,0,18382,83,0
54,Local-gov,Masters,2,Divorced,Craft-repair,Asian-Pac-Islander,Female,0,0,71,0
80,Without-pay,7th-8th,6,Never-married,Protective-serv,Other,Male,65855,0,83,0
55,Self-emp-inc,Some-college,12,Widowed,Priv-house-serv,White,Male,10587,0,48,0
37,Self-emp-inc,Preschool,3,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,0,0,99,0
67,Self-emp-not-inc,Masters,10,Widowed,Transport-moving,Other,Female,0,0,8,0
89,State-gov,12th,9,Divorced,Transport-moving,Other,Female,0,0,17,0
