SO2,NO2,O3,Temperature,Humidity,Pressure,WindSpeed,PM2_5
16.34,80.5,65.19,25.6,76.0,1004.8,1.92,73.3
28.68,80.15,56.29,29.5,55.3,1010.9,1.11,75.3
14.49,48.79,68.15,21.9,30.6,1022.2,0.59,74.0
41.26,56.79,60.19,27.5,43.2,1001.7,35.53,10
46.34,13.05,55.87,15.1,55.8,1014.4,2.62,27.8
43.42,60.83,47.26,25.5,52.9,1018.1,3.57,48.5
30.93,33.95,19.64,10.9,54.7,1013.3,2.33,32.3
43.05,76.7,54.11,-5.9,59.4,999.2,4.5,66.1
1.04,76.41,68.98,32.5,30.2,1022.6,0.37,37.2
29.84,0.34,17.53,9.7,43.4,1004.4,9.7,10
67.05,21.57,28.65,38.6,40.3,1024.6,2.7,30.3
43.07,55.36,34.2,20.2,35.2,992.6,12.2,29.1
38.24,-9.0,55.04,-9.0,46.8,1032.5,2.09,42.7
19.65,43.11,11.76,19.5,100.7,1012.9,4.64,44.3
53.31,64.43,41.97,13.0,90.8,993.9,0.51,70.2
40.96,69.69,20.87,8.4,47.1,1010.0,0.58,56.6
39.28,30.68,32.23,-14.0,59.0,1011.1,0.93,45.3
60.45,33.44,55.26,22.4,29.9,1012.1,3.0,56.4
44.92,49.07,39.92,21.7,53.6,1001.4,2.03,57.3
34.84,75.75,46.63,-0.5,98.3,1007.8,0.62,65.4
11.91,42.14,23.38,18.2,69.0,1004.1,11.3,10
45.12,13.88,6.2,14.4,59.3,996.6,0.52,38.9
29.67,24.07,23.14,32.6,65.7,1002.6,11.26,10
56.32,20.95,30.92,18.9,35.9,1023.3,2.08,29.7
22.32,69.38,47.47,14.5,28.1,1020.3,26.19,10
23.36,66.63,91.73,11.4,58.1,1009.6,2.71,58.4
33.23,86.95,29.68,11.7,88.5,1015.1,2.73,74.0
58.92,59.67,35.38,19.5,67.0,1024.7,0.48,50.0
22.37,41.74,74.69,11.1,74.7,1001.1,1.14,69.7
48.61,104.54,-10.17,16.5,43.4,1005.6,0.97,57.4
32.17,14.82,64.52,39.3,39.0,1007.2,0.3,29.1
15.46,48.6,60.13,9.7,45.1,1021.4,5.63,50.8
36.39,53.05,80.51,6.0,76.1,1015.6,2.09,47.3
21.37,27.14,71.62,16.6,67.8,1008.3,2.22,51.4
10.21,57.64,54.37,9.8,54.2,1005.6,2.19,37.7
24.67,86.75,26.88,-7.9,50.9,1017.0,9.9,30.3
27.21,28.31,36.4,-6.3,43.5,1002.8,0.21,31.0
67.53,77.23,48.08,1.3,52.4,1008.1,4.97,60.8
15.71,73.92,58.91,18.3,58.6,1012.8,2.49,56.3
45.34,92.89,36.17,-1.1,70.0,1001.8,2.25,58.5
58.32,34.8,43.95,28.9,60.3,1024.8,3.88,56.0
50.32,61.53,38.82,20.3,50.1,1021.7,4.26,55.5
30.58,47.43,32.94,6.3,48.5,1018.0,6.14,48.2
48.76,56.96,8.55,31.3,28.9,1009.2,0.01,63.8
27.94,69.46,25.85,13.6,49.8,1022.4,1.68,38.0
68.53,62.32,39.04,19.9,113.4,1013.7,4.91,63.1
14.32,54.57,28.45,31.0,42.5,1021.4,6.12,29.1
-16.56,95.25,49.55,10.9,69.0,1002.9,3.21,42.5
57.87,52.63,36.49,14.8,42.8,1022.0,15.09,26.7
6.87,73.8,67.56,18.9,87.9,1003.0,2.83,43.4
15.74,88.3,36.77,6.3,36.8,1008.9,3.62,50.1
